player_id,team_id,player_name,team,position,goals,assists,total_competition_minutes_played,fdcp_top_scorer_rank,source_tab,story_id,classification
336098,285023_43960,Memphis Depay,Netherlands,FW,0,1,68,193,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2
486213,285023_43860,Brandon Thomas Asante,Ghana,FW,0,1,70,194,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2
403304,285023_43819,Takefusa Kubo,Japan,MF,0,1,77,195,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2
356704,285023_43926,Juan Quintero,Colombia,MF,0,1,84,196,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2
407022,285023_43855,Karim Hafez,Egypt,DF,0,1,91,197,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2
448525,285023_43860,Ernest Nuamah,Ghana,FW,0,1,109,198,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2
494293,285023_43872,Chemsdine Talbi,Morocco,MF,0,1,128,199,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2
400511,285023_43819,Kou Itakura,Japan,DF,0,1,138,200,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2
430631,285023_43922,Nico Gonzalez,Argentina,MF,0,1,145,201,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2
448310,285023_43927,Kevin Rodriguez,Ecuador,FW,0,1,146,202,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2
523097,285023_43995,Alexandr Sojka,Czechia,MF,0,1,155,203,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2
433118,285023_43972,Orkun Kokcu,Türkiye,MF,0,1,172,204,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2
431781,285023_43908,Jean Kevin Duverne,Haiti,DF,0,1,186,205,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2
430854,285023_43854,Wilfried Singo,Côte d'Ivoire,DF,0,1,190,206,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2
482974,285023_44037,Ivan Basic,Bosnia and Herzegovina,MF,0,1,200,207,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2
382739,285023_43969,Marcos Llorente,Spain,DF,0,1,203,208,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2
401131,285023_43934,Michael Gregoritsch,Austria,FW,0,1,207,209,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2
489689,285023_43970,Lucas Bergvall,Sweden,MF,0,1,207,210,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2
405545,285023_43969,Ferran Torres,Spain,FW,0,1,208,211,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:2
483526,285023_43960,Tijjani Reijnders,Netherlands,MF,0,1,211,212,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:3,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:3
498421,285023_43976,Paul Okon Engstler,Australia,MF,0,1,214,213,top_scorer,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:3,urn:gd:story:classification:gcp_top_scorer:competitionId:285023:assists:rank_asc:page:3
