player_id,player_name,team_id,team,attacking_rank,defensive_rank,creativity_rank,attacking_score,defensive_score,creativity_score,competition_stage,source_tab,story_id,classification
411443,Timothy CASTAGNE,43935,Belgium,288.0,49.0,107.0,4.512385368347168,6.395937919616699,6.025735378265381,Round of 16,power_rankings,,
400716,Martin ODEGAARD,43961,Norway,92.0,283.0,12.0,5.422641754150391,5.050694465637207,7.072849273681641,Round of 16,power_rankings,,
479601,Juan Jose CACERES,43928,Paraguay,178.0,32.0,175.0,4.7912726402282715,6.5837178230285645,5.736011028289795,Round of 16,power_rankings,,
397786,Virgil VAN DIJK,43960,Netherlands,88.0,111.0,220.0,5.453144550323486,5.900674343109131,5.543290615081787,Round of 16,power_rankings,,
484320,Lamine YAMAL,43969,Spain,24.0,243.0,6.0,6.258255958557129,5.2694172859191895,7.245034694671631,Round of 16,power_rankings,,
395206,BRUNO FERNANDES,43963,Portugal,207.0,69.0,74.0,4.709003925323486,6.222354888916016,6.24560546875,Round of 16,power_rankings,,
466624,Folarin BALOGUN,43921,USA,79.0,364.0,360.0,5.5332512855529785,3.8919804096221924,4.343963146209717,Round of 16,power_rankings,,
514208,Christ Inao OULAI,43854,Côte d'Ivoire,154.0,43.0,64.0,4.881105899810791,6.445094585418701,6.28473424911499,Round of 16,power_rankings,,
384752,RUBEN DIAS,43963,Portugal,349.0,11.0,253.0,4.194595813751221,7.083716869354248,5.3688530921936035,Round of 16,power_rankings,,
484141,JOAO NEVES,43963,Portugal,96.0,138.0,237.0,5.373629093170166,5.758649826049805,5.458596229553223,Round of 16,power_rankings,,
489704,RENATO VEIGA,43963,Portugal,320.0,41.0,342.0,4.400928974151611,6.451122283935547,4.811850547790527,Round of 16,power_rankings,,
495349,Nicolas RASKIN,43935,Belgium,140.0,68.0,112.0,4.9270429611206055,6.222650051116943,5.994772911071777,Round of 16,power_rankings,,
409241,DINEY BORGES,43850,Cabo Verde,266.0,50.0,323.0,4.570214748382568,6.376781940460205,5.031055927276611,Round of 16,power_rankings,,
358241,Marcel SABITZER,43934,Austria,98.0,351.0,88.0,5.3412275314331055,4.5325117111206055,6.158299922943115,Round of 16,power_rankings,,
419062,Chris RICHARDS,43921,USA,287.0,8.0,353.0,4.5183305740356445,7.2419939041137695,4.614615440368652,Round of 16,power_rankings,,
419652,Erling HAALAND,43961,Norway,5.0,312.0,327.0,7.463855266571045,4.887267589569092,5.0074076652526855,Round of 16,power_rankings,,
496358,Ibrahim MBAYE,43879,Senegal,65.0,295.0,78.0,5.661895751953125,4.976946830749512,6.228814601898193,Round of 16,power_rankings,,
403049,Ezri KONSA,43942,England,311.0,79.0,269.0,4.442561149597168,6.159645080566406,5.300755977630615,Round of 16,power_rankings,,
489689,Lucas BERGVALL,43970,Sweden,146.0,310.0,55.0,4.91195011138916,4.894222259521484,6.350475788116455,Round of 16,power_rankings,,
355642,RYAN MENDES,43850,Cabo Verde,122.0,299.0,100.0,5.060402870178223,4.946753978729248,6.097384929656982,Round of 16,power_rankings,,
477852,KEVIN PINA,43850,Cabo Verde,110.0,61.0,301.0,5.249795436859131,6.297797203063965,5.1393632888793945,Round of 16,power_rankings,,
